DateTime,Location,Order_Total_Amount,PaymentMethod,Product,Price,Product_Name,Flavour,Size,Product_id,Customer_id,Order_id,Branch_id
25/08/2021 10:34,Chesterfield,10.7,CARD,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,a6c09e22319e60e8fd088c1828c2530c,1bcbd505f53bfcf96b4a63075dbb2420,e69c55233c81e1511e193bb467562e16
25/08/2021 10:34,Chesterfield,10.7,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,a6c09e22319e60e8fd088c1828c2530c,1bcbd505f53bfcf96b4a63075dbb2420,e69c55233c81e1511e193bb467562e16
25/08/2021 10:34,Chesterfield,10.7,CARD,Flavoured iced latte - Vanilla , 3.25, Large Flavoured iced latte , Vanilla ,Large,805c20da2928b1091f9dfea20e6cd0fb,a6c09e22319e60e8fd088c1828c2530c,1bcbd505f53bfcf96b4a63075dbb2420,e69c55233c81e1511e193bb467562e16
25/08/2021 10:34,Chesterfield,10.7,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,a6c09e22319e60e8fd088c1828c2530c,1bcbd505f53bfcf96b4a63075dbb2420,e69c55233c81e1511e193bb467562e16
25/08/2021 10:35,Chesterfield,6.85,CARD,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,f45a8737f53fc2bf3cfcad7f8bac6154,46b84b2083fde570ce94fba86e97e87d,deef1405b309ffb98ea7ee3423c946a8
25/08/2021 10:35,Chesterfield,6.85,CARD,Flavoured latte - Hazelnut , 2.55, Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,f45a8737f53fc2bf3cfcad7f8bac6154,46b84b2083fde570ce94fba86e97e87d,deef1405b309ffb98ea7ee3423c946a8
25/08/2021 10:35,Chesterfield,6.85,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,f45a8737f53fc2bf3cfcad7f8bac6154,46b84b2083fde570ce94fba86e97e87d,deef1405b309ffb98ea7ee3423c946a8
25/08/2021 10:36,Chesterfield,7.45,CASH,Flavoured iced latte - Caramel , 2.75,Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,e9d04f2a06d0c170be312b2ac49ad686,ecf40dd7ad09f47cc8f5812378e739c7,c45d37a5c127cae79d08898c6bade7bd
25/08/2021 10:36,Chesterfield,7.45,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,e9d04f2a06d0c170be312b2ac49ad686,ecf40dd7ad09f47cc8f5812378e739c7,c45d37a5c127cae79d08898c6bade7bd
25/08/2021 10:36,Chesterfield,7.45,CASH,Flavoured latte - Hazelnut , 2.55, Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,e9d04f2a06d0c170be312b2ac49ad686,ecf40dd7ad09f47cc8f5812378e739c7,c45d37a5c127cae79d08898c6bade7bd
25/08/2021 10:37,Chesterfield,7.15,CARD,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,85eeb08c58240ea4094f97bf7c23abb1,827b3483d4c4faa8a0330973cdf0d7e1,494378a904958dfaf2b0a44e23b465dc
25/08/2021 10:37,Chesterfield,7.15,CARD,Flavoured latte - Hazelnut , 2.55, Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,85eeb08c58240ea4094f97bf7c23abb1,827b3483d4c4faa8a0330973cdf0d7e1,494378a904958dfaf2b0a44e23b465dc
25/08/2021 10:37,Chesterfield,7.15,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,85eeb08c58240ea4094f97bf7c23abb1,827b3483d4c4faa8a0330973cdf0d7e1,494378a904958dfaf2b0a44e23b465dc
25/08/2021 10:38,Chesterfield,11.0,CARD,Flavoured latte - Hazelnut , 2.55,Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,76e62dbcee2e51ce4be1f172734bdc83,55a17f3e23280b1afe2723421ff29491,457ca25d7760020dcc71fca7675a11cf
25/08/2021 10:38,Chesterfield,11.0,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,76e62dbcee2e51ce4be1f172734bdc83,55a17f3e23280b1afe2723421ff29491,457ca25d7760020dcc71fca7675a11cf
25/08/2021 10:38,Chesterfield,11.0,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,76e62dbcee2e51ce4be1f172734bdc83,55a17f3e23280b1afe2723421ff29491,457ca25d7760020dcc71fca7675a11cf
25/08/2021 10:38,Chesterfield,11.0,CARD,Flavoured iced latte - Caramel , 2.75, Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,76e62dbcee2e51ce4be1f172734bdc83,55a17f3e23280b1afe2723421ff29491,457ca25d7760020dcc71fca7675a11cf
25/08/2021 10:39,Chesterfield,9.8,CARD,Flavoured iced latte - Caramel , 2.75,Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,872404a2b140c2e7a5929055dd396ab9,b97557e7e616462ce3f2981149d5d08d,791313729039f889e2634ec0f918933b
25/08/2021 10:39,Chesterfield,9.8,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,872404a2b140c2e7a5929055dd396ab9,b97557e7e616462ce3f2981149d5d08d,791313729039f889e2634ec0f918933b
25/08/2021 10:39,Chesterfield,9.8,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,872404a2b140c2e7a5929055dd396ab9,b97557e7e616462ce3f2981149d5d08d,791313729039f889e2634ec0f918933b
25/08/2021 10:39,Chesterfield,9.8,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,872404a2b140c2e7a5929055dd396ab9,b97557e7e616462ce3f2981149d5d08d,791313729039f889e2634ec0f918933b
25/08/2021 10:40,Chesterfield,7.95,CARD,Flavoured iced latte - Vanilla , 2.75,Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,2ccfbd9c7498ac0d73afaf8b2320fe64,7e475ca27ef477108a796f6011435bdd,2f63d0faf3bbb9168c2203bc4da50a6d
25/08/2021 10:40,Chesterfield,7.95,CARD,Flat white , 2.45, Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,2ccfbd9c7498ac0d73afaf8b2320fe64,7e475ca27ef477108a796f6011435bdd,2f63d0faf3bbb9168c2203bc4da50a6d
25/08/2021 10:40,Chesterfield,7.95,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,2ccfbd9c7498ac0d73afaf8b2320fe64,7e475ca27ef477108a796f6011435bdd,2f63d0faf3bbb9168c2203bc4da50a6d
25/08/2021 10:41,Chesterfield,9.05,CASH,Flavoured latte - Hazelnut , 2.55,Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,452a48ef581669a47cd932b7c525180c,6b894484eaebb2cc21ec1ba4f43f4d8b,65f13be0ec6b8cecd5ff2cbe356f5d01
25/08/2021 10:41,Chesterfield,9.05,CASH,Flavoured iced latte - Caramel , 3.25, Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,452a48ef581669a47cd932b7c525180c,6b894484eaebb2cc21ec1ba4f43f4d8b,65f13be0ec6b8cecd5ff2cbe356f5d01
25/08/2021 10:41,Chesterfield,9.05,CASH,Flavoured iced latte - Caramel , 3.25, Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,452a48ef581669a47cd932b7c525180c,6b894484eaebb2cc21ec1ba4f43f4d8b,65f13be0ec6b8cecd5ff2cbe356f5d01
25/08/2021 10:42,Chesterfield,5.4,CARD,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,5255ccd21aa9cb8cbe8a81fea3ac0097,a16aa205b00da676ca319baa8710509e,ee3aaf6e4b40fd06d18b734919407b85
25/08/2021 10:42,Chesterfield,5.4,CARD,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,5255ccd21aa9cb8cbe8a81fea3ac0097,a16aa205b00da676ca319baa8710509e,ee3aaf6e4b40fd06d18b734919407b85
25/08/2021 10:43,Chesterfield,11.0,CARD,Flavoured latte - Hazelnut , 2.55,Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,2f5c20258414e021e958a26fea2af78d,63432ece86e614d4bf34175107d1f3df,c4b652b9e4c4c1ea3568d813d1a3f691
25/08/2021 10:43,Chesterfield,11.0,CARD,Flavoured iced latte - Vanilla , 2.75, Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,2f5c20258414e021e958a26fea2af78d,63432ece86e614d4bf34175107d1f3df,c4b652b9e4c4c1ea3568d813d1a3f691
25/08/2021 10:43,Chesterfield,11.0,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,2f5c20258414e021e958a26fea2af78d,63432ece86e614d4bf34175107d1f3df,c4b652b9e4c4c1ea3568d813d1a3f691
25/08/2021 10:43,Chesterfield,11.0,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,2f5c20258414e021e958a26fea2af78d,63432ece86e614d4bf34175107d1f3df,c4b652b9e4c4c1ea3568d813d1a3f691
25/08/2021 10:44,Chesterfield,5.7,CARD,Flavoured iced latte - Caramel , 3.25,Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,1ba2fce46d80639894262e0d9dcb6f29,bba04fa12c657994bc36921320397cb2,66c5409cf9a89e5a44bd98931c88872a
25/08/2021 10:44,Chesterfield,5.7,CARD,Flat white , 2.45, Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,1ba2fce46d80639894262e0d9dcb6f29,bba04fa12c657994bc36921320397cb2,66c5409cf9a89e5a44bd98931c88872a
25/08/2021 10:45,Chesterfield,5.7,CASH,Flavoured iced latte - Vanilla , 3.25,Large Flavoured iced latte , Vanilla ,Large,805c20da2928b1091f9dfea20e6cd0fb,f4db465f8cb57c1ac1c8c8267d4cb264,92950ada110127da833f38d3811e73f1,f2995ea6660c8d21c9ad091c85dede23
25/08/2021 10:45,Chesterfield,5.7,CASH,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,f4db465f8cb57c1ac1c8c8267d4cb264,92950ada110127da833f38d3811e73f1,f2995ea6660c8d21c9ad091c85dede23
25/08/2021 10:46,Chesterfield,8.35,CARD,Flavoured iced latte - Hazelnut , 2.75,Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,b97bb4df934109943c19f0c4a1077914,a677e64e45d19df271934ef36fe7a988,2dbb71e63ad17ba04aa8595241e501b9
25/08/2021 10:46,Chesterfield,8.35,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,b97bb4df934109943c19f0c4a1077914,a677e64e45d19df271934ef36fe7a988,2dbb71e63ad17ba04aa8595241e501b9
25/08/2021 10:46,Chesterfield,8.35,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,b97bb4df934109943c19f0c4a1077914,a677e64e45d19df271934ef36fe7a988,2dbb71e63ad17ba04aa8595241e501b9
25/08/2021 10:47,Chesterfield,2.85,CARD,Flavoured latte - Hazelnut , 2.85,Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,d937e22ce4744bd641c7d7cba9e8872e,9e02ba636c07beec2d8f598b31b06103,b5b7c310d9dec73ba96433a7bcaff980
25/08/2021 10:48,Chesterfield,3.25,CASH,Flavoured iced latte - Vanilla , 3.25,Large Flavoured iced latte , Vanilla ,Large,805c20da2928b1091f9dfea20e6cd0fb,b7c127f2807fff3b107c90fbc4e2a8f0,38af8b25bbfefe12e57366f1bea0118d,f23b7dfcbfb155f77b4bd8117d87329a
25/08/2021 10:49,Chesterfield,8.25,CARD,Flavoured latte - Hazelnut , 2.85,Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,d0ffbc5fc8cc1246e0731918665d86a5,88d7a9b13049f1ccb6140a7db1ef41c8,07e5f108de5cdce93b70a9aba30e8f85
25/08/2021 10:49,Chesterfield,8.25,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,d0ffbc5fc8cc1246e0731918665d86a5,88d7a9b13049f1ccb6140a7db1ef41c8,07e5f108de5cdce93b70a9aba30e8f85
25/08/2021 10:49,Chesterfield,8.25,CARD,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,d0ffbc5fc8cc1246e0731918665d86a5,88d7a9b13049f1ccb6140a7db1ef41c8,07e5f108de5cdce93b70a9aba30e8f85
25/08/2021 10:50,Chesterfield,16.0,CARD,Flavoured iced latte - Hazelnut , 3.25,Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,ff4c418a204092d645edcabb5a5b072d,4a1207734bc2cc25441a1107c9f5554a,6f0f7969186bfc3fec4411df48d07ce3
25/08/2021 10:50,Chesterfield,16.0,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,ff4c418a204092d645edcabb5a5b072d,4a1207734bc2cc25441a1107c9f5554a,6f0f7969186bfc3fec4411df48d07ce3
25/08/2021 10:50,Chesterfield,16.0,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,ff4c418a204092d645edcabb5a5b072d,4a1207734bc2cc25441a1107c9f5554a,6f0f7969186bfc3fec4411df48d07ce3
25/08/2021 10:50,Chesterfield,16.0,CARD,Flavoured iced latte - Caramel , 2.75, Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,ff4c418a204092d645edcabb5a5b072d,4a1207734bc2cc25441a1107c9f5554a,6f0f7969186bfc3fec4411df48d07ce3
25/08/2021 10:50,Chesterfield,16.0,CARD,Flat white , 2.45, Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,ff4c418a204092d645edcabb5a5b072d,4a1207734bc2cc25441a1107c9f5554a,6f0f7969186bfc3fec4411df48d07ce3
25/08/2021 10:50,Chesterfield,16.0,CARD,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,ff4c418a204092d645edcabb5a5b072d,4a1207734bc2cc25441a1107c9f5554a,6f0f7969186bfc3fec4411df48d07ce3
25/08/2021 10:51,Chesterfield,3.25,CARD,Flavoured iced latte - Caramel , 3.25,Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,d10d635dada1a03bb6d7b92ac15134c2,fc70bb4f530066c2289a8527354da868,5fbe06ae490c524478fc1f762353cd64
25/08/2021 10:52,Chesterfield,10.1,CASH,Flavoured iced latte - Hazelnut , 2.75,Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,53aaae787d68df5e85072ac19f6cd5c1,145d141e26ebf9617e6b6bc38dd6aaa8,fdcdaa56e39862f17908467bc41f3ae2
25/08/2021 10:52,Chesterfield,10.1,CASH,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,53aaae787d68df5e85072ac19f6cd5c1,145d141e26ebf9617e6b6bc38dd6aaa8,fdcdaa56e39862f17908467bc41f3ae2
25/08/2021 10:52,Chesterfield,10.1,CASH,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,53aaae787d68df5e85072ac19f6cd5c1,145d141e26ebf9617e6b6bc38dd6aaa8,fdcdaa56e39862f17908467bc41f3ae2
25/08/2021 10:52,Chesterfield,10.1,CASH,Flat white , 2.45, Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,53aaae787d68df5e85072ac19f6cd5c1,145d141e26ebf9617e6b6bc38dd6aaa8,fdcdaa56e39862f17908467bc41f3ae2
25/08/2021 10:53,Chesterfield,11.3,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,07299650aa89e7ffbbdf79558231f87a,ddc73e0b0d7a4337615de4bc4246cf80,0fbdf99d35d0068b45c8ee86a32c50ed
25/08/2021 10:53,Chesterfield,11.3,CARD,Flavoured iced latte - Vanilla , 3.25, Large Flavoured iced latte , Vanilla ,Large,805c20da2928b1091f9dfea20e6cd0fb,07299650aa89e7ffbbdf79558231f87a,ddc73e0b0d7a4337615de4bc4246cf80,0fbdf99d35d0068b45c8ee86a32c50ed
25/08/2021 10:53,Chesterfield,11.3,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,07299650aa89e7ffbbdf79558231f87a,ddc73e0b0d7a4337615de4bc4246cf80,0fbdf99d35d0068b45c8ee86a32c50ed
25/08/2021 10:53,Chesterfield,11.3,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,07299650aa89e7ffbbdf79558231f87a,ddc73e0b0d7a4337615de4bc4246cf80,0fbdf99d35d0068b45c8ee86a32c50ed
25/08/2021 10:54,Chesterfield,5.7,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,21b779ba32a9ce92d7949f4a8fb06cc4,291f4da4a9e763e4042618e9e850423b,5dd13b525170cdae81cd94fa1e9b3bde
25/08/2021 10:54,Chesterfield,5.7,CARD,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,21b779ba32a9ce92d7949f4a8fb06cc4,291f4da4a9e763e4042618e9e850423b,5dd13b525170cdae81cd94fa1e9b3bde
25/08/2021 10:55,Chesterfield,13.15,CARD,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,878ee1a8038ba42d35f188ce061db695,8c9ebf8b6a20beb549d7e41650cbff95,5442e6e220e84c1c655eff18c6540f3c
25/08/2021 10:55,Chesterfield,13.15,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,878ee1a8038ba42d35f188ce061db695,8c9ebf8b6a20beb549d7e41650cbff95,5442e6e220e84c1c655eff18c6540f3c
25/08/2021 10:55,Chesterfield,13.15,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,878ee1a8038ba42d35f188ce061db695,8c9ebf8b6a20beb549d7e41650cbff95,5442e6e220e84c1c655eff18c6540f3c
25/08/2021 10:55,Chesterfield,13.15,CARD,Flavoured iced latte - Caramel , 2.75, Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,878ee1a8038ba42d35f188ce061db695,8c9ebf8b6a20beb549d7e41650cbff95,5442e6e220e84c1c655eff18c6540f3c
25/08/2021 10:55,Chesterfield,13.15,CARD,Flavoured iced latte - Caramel , 3.25, Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,878ee1a8038ba42d35f188ce061db695,8c9ebf8b6a20beb549d7e41650cbff95,5442e6e220e84c1c655eff18c6540f3c
25/08/2021 10:56,Chesterfield,15.3,CASH,Flavoured iced latte - Caramel , 3.25,Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,84a4dbc294d467b9d1b0755320d943b0,ad413511d5841e95d1ed0c954dfec857,2362d249dc5ee4dbdffec663b84c9a97
25/08/2021 10:56,Chesterfield,15.3,CASH,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,84a4dbc294d467b9d1b0755320d943b0,ad413511d5841e95d1ed0c954dfec857,2362d249dc5ee4dbdffec663b84c9a97
25/08/2021 10:56,Chesterfield,15.3,CASH,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,84a4dbc294d467b9d1b0755320d943b0,ad413511d5841e95d1ed0c954dfec857,2362d249dc5ee4dbdffec663b84c9a97
25/08/2021 10:56,Chesterfield,15.3,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,84a4dbc294d467b9d1b0755320d943b0,ad413511d5841e95d1ed0c954dfec857,2362d249dc5ee4dbdffec663b84c9a97
25/08/2021 10:56,Chesterfield,15.3,CASH,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,84a4dbc294d467b9d1b0755320d943b0,ad413511d5841e95d1ed0c954dfec857,2362d249dc5ee4dbdffec663b84c9a97
25/08/2021 10:56,Chesterfield,15.3,CASH,Flavoured latte - Hazelnut , 2.55, Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,84a4dbc294d467b9d1b0755320d943b0,ad413511d5841e95d1ed0c954dfec857,2362d249dc5ee4dbdffec663b84c9a97
25/08/2021 10:56,Chesterfield,7.55,CARD,Flavoured iced latte - Hazelnut , 3.25,Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,091a168915f2a59ccc56d8bd959d1f22,3f8699e6ab49331ed998520a7e5c1e91,f6bd07aaa1e5dc6c82831d87fbfb23ca
25/08/2021 10:56,Chesterfield,7.55,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,091a168915f2a59ccc56d8bd959d1f22,3f8699e6ab49331ed998520a7e5c1e91,f6bd07aaa1e5dc6c82831d87fbfb23ca
25/08/2021 10:56,Chesterfield,7.55,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,091a168915f2a59ccc56d8bd959d1f22,3f8699e6ab49331ed998520a7e5c1e91,f6bd07aaa1e5dc6c82831d87fbfb23ca
25/08/2021 10:57,Chesterfield,16.3,CARD,Flavoured iced latte - Caramel , 3.25,Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,5fa7899286ed56ef40b607f576d93562,17723eb2902d31d483a1641c919dbb25,c3df6abc5c108f9422937c5d8a6dea95
25/08/2021 10:57,Chesterfield,16.3,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,5fa7899286ed56ef40b607f576d93562,17723eb2902d31d483a1641c919dbb25,c3df6abc5c108f9422937c5d8a6dea95
25/08/2021 10:57,Chesterfield,16.3,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,5fa7899286ed56ef40b607f576d93562,17723eb2902d31d483a1641c919dbb25,c3df6abc5c108f9422937c5d8a6dea95
25/08/2021 10:57,Chesterfield,16.3,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,5fa7899286ed56ef40b607f576d93562,17723eb2902d31d483a1641c919dbb25,c3df6abc5c108f9422937c5d8a6dea95
25/08/2021 10:57,Chesterfield,16.3,CARD,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,5fa7899286ed56ef40b607f576d93562,17723eb2902d31d483a1641c919dbb25,c3df6abc5c108f9422937c5d8a6dea95
25/08/2021 10:57,Chesterfield,16.3,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,5fa7899286ed56ef40b607f576d93562,17723eb2902d31d483a1641c919dbb25,c3df6abc5c108f9422937c5d8a6dea95
25/08/2021 10:58,Chesterfield,5.7,CASH,Latte , 2.45,Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,0e2c1e0233c73c9b374a0958e9f84077,eb69231ad53bb4c63543e243acf2108e,24de5929900e1870d894d1beacc9d6ae
25/08/2021 10:58,Chesterfield,5.7,CASH,Flavoured iced latte - Caramel , 3.25, Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,0e2c1e0233c73c9b374a0958e9f84077,eb69231ad53bb4c63543e243acf2108e,24de5929900e1870d894d1beacc9d6ae
25/08/2021 10:59,Chesterfield,10.9,CASH,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,670a233d570139615a6d37d56a4c3bea,adc71b36c8c94acdc5a862d5aae5340f,2c2beee4145ceb60bee4413c38b12dbc
25/08/2021 10:59,Chesterfield,10.9,CASH,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,670a233d570139615a6d37d56a4c3bea,adc71b36c8c94acdc5a862d5aae5340f,2c2beee4145ceb60bee4413c38b12dbc
25/08/2021 10:59,Chesterfield,10.9,CASH,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,670a233d570139615a6d37d56a4c3bea,adc71b36c8c94acdc5a862d5aae5340f,2c2beee4145ceb60bee4413c38b12dbc
25/08/2021 10:59,Chesterfield,10.9,CASH,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,670a233d570139615a6d37d56a4c3bea,adc71b36c8c94acdc5a862d5aae5340f,2c2beee4145ceb60bee4413c38b12dbc
25/08/2021 11:00,Chesterfield,8.15,CARD,Flavoured iced latte - Caramel , 3.25,Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,611b0872f65fc94c5b5402d1fae4fbd9,649c2f6e653526f82bc95bd5df9e3de2,a592a387205136deed432e6653713e53
25/08/2021 11:00,Chesterfield,8.15,CARD,Flat white , 2.45, Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,611b0872f65fc94c5b5402d1fae4fbd9,649c2f6e653526f82bc95bd5df9e3de2,a592a387205136deed432e6653713e53
25/08/2021 11:00,Chesterfield,8.15,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,611b0872f65fc94c5b5402d1fae4fbd9,649c2f6e653526f82bc95bd5df9e3de2,a592a387205136deed432e6653713e53
25/08/2021 11:03,Chesterfield,2.45,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,296c7e186038cbcb1c208bcd0a522aec,e5746b9b4437b3272415a170064fd5e7,24a6ecadd3e27d4c80537a8beffc1950
25/08/2021 11:06,Chesterfield,12.05,CASH,Latte , 2.15,Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,48a2588ed1ad9cfbf374c3cefb6219ce,06e3a316d4842609a15692a1760d04d5,0d6dc535d0f906e26a42e63c94f98a2d
